Name,Spectral Type,Stellar Effective Temperature [K],Stellar Radius [Solar Radius],Stellar Mass [Solar mass],Stellar Luminosity [log(Solar)],Stellar Surface Gravity [log10(cm/s**2)],Stellar Age [Gyr]
Kepler-1181,,6176.00,1.30,1.17,0.472,4.27,3.240
Kepler-1182,,5924.00,1.05,1.04,0.256,4.41,3.390
Kepler-1183,,5765.00,0.99,1.00,0.255,4.45,4.270
Kepler-1184,,5983.00,1.07,1.05,0.065,4.41,3.550
Kepler-1185,,5622.00,0.87,0.96,0.282,4.54,1.550
Kepler-1186,,5635.00,0.93,0.95,0.064,4.49,4.470
Kepler-1187,,5975.00,1.09,1.06,0.136,4.39,3.390
Kepler-1188,,5913.00,1.06,1.04,0.398,4.40,4.170
Kepler-1189,,6012.00,1.16,1.11,0.041,4.36,3.390
Kepler-1190,,4730.00,0.72,0.76,-0.727,4.62,3.980
Kepler-1191,,5308.00,0.81,0.85,-0.226,4.56,4.570
Kepler-1192,,5438.00,0.83,0.86,-0.128,4.55,4.470
Kepler-1193,,5908.00,1.21,1.08,0.351,4.31,5.010
Kepler-1194,,5590.00,0.92,0.94,-0.127,4.49,4.790
Kepler-1195,,4965.00,0.71,0.74,-0.446,4.61,4.470
Kepler-1196,,5756.00,0.97,0.98,-0.047,4.46,3.980
Kepler-1197,,4708.00,0.72,0.78,-0.666,4.62,2.690
Kepler-1198,,5517.00,0.90,0.93,-0.232,4.50,4.680
Kepler-1199,,5889.00,1.17,0.94,0.187,4.27,7.760
Kepler-12,,5947.00,1.48,1.17,0.449,4.17,4.000
Kepler-1200,,4612.00,0.70,0.74,-0.689,4.63,3.020
Kepler-1201,,6177.00,1.24,1.15,0.044,4.32,2.950
Kepler-1202,,5834.00,1.04,1.03,-0.134,4.42,4.170
Kepler-1203,,4105.00,0.61,0.64,-0.854,4.67,3.470
Kepler-1204,,5825.00,1.03,1.03,-0.058,4.42,4.270
Kepler-1205,,5226.00,0.81,0.84,-0.418,4.56,4.900
Kepler-1206,,4877.00,0.75,0.80,-0.620,4.60,3.550
Kepler-1207,,5909.00,1.06,1.06,0.638,4.41,3.630
Kepler-1208,,5001.00,0.76,0.80,-0.553,4.59,4.470
Kepler-1209,,6210.00,1.38,1.23,0.343,4.24,3.090
Kepler-1210,,5568.00,0.92,0.94,-0.149,4.49,5.130
Kepler-1211,,5705.00,0.94,0.96,0.134,4.48,4.170
Kepler-1212,,6051.00,1.15,1.10,0.211,4.36,3.240
Kepler-1213,,6050.00,1.21,1.14,0.395,4.33,3.470
Kepler-1214,,5130.00,0.80,0.85,-0.419,4.57,4.680
Kepler-1215,,5616.00,0.93,0.95,-0.182,4.48,4.790
Kepler-1216,,5743.00,0.98,0.99,0.073,4.46,4.070
Kepler-1217,,5905.00,1.08,1.06,0.085,4.40,3.800
Kepler-1218,,5986.00,1.10,1.06,0.363,4.38,3.800
Kepler-1219,,5944.00,1.94,1.25,0.926,3.97,4.370
Kepler-1220,,5842.00,0.99,1.00,0.025,4.45,3.630
Kepler-1221,,5194.00,0.82,0.87,-0.355,4.55,4.570
Kepler-1222,,5239.00,0.80,0.84,-0.458,4.56,4.370
Kepler-1223,,4870.00,0.75,0.80,-0.541,4.60,3.630
Kepler-1224,,6155.00,1.22,1.18,0.293,4.34,2.340
Kepler-1225,,6140.00,1.19,1.13,0.333,4.34,3.020
Kepler-1226,,5923.00,1.02,1.02,0.359,4.43,3.720
Kepler-1227,,5747.00,0.95,0.97,-0.158,4.47,4.170
Kepler-1228,,5063.00,0.74,0.78,-0.555,4.59,5.130
Kepler-1229,,3784.00,0.51,0.54,-1.533,4.75,3.720
Kepler-1230,,5961.00,1.08,1.06,0.096,4.40,3.470
Kepler-1231,,5778.00,1.00,1.01,0.023,4.44,4.170
Kepler-1232,,5471.00,0.89,0.92,-0.359,4.51,4.790
Kepler-1233,,6198.00,1.25,1.16,0.221,4.30,2.880
Kepler-1234,,4967.00,0.76,0.80,-0.454,4.59,4.370
Kepler-1235,,5541.00,0.90,0.93,-0.156,4.50,4.570
Kepler-1236,,5337.00,0.82,0.86,-0.379,4.55,4.070
Kepler-1237,,5472.00,0.90,0.94,-0.258,4.50,4.570
Kepler-1238,,6386.00,1.48,1.30,0.584,4.21,2.140
Kepler-1239,,6564.00,1.57,1.40,0.447,4.20,1.620
Kepler-1240,,5682.00,0.96,0.98,0.223,4.47,4.070
Kepler-1241,,5261.00,0.80,0.84,-0.324,4.56,4.680
Kepler-1242,,4895.00,0.74,0.77,-0.516,4.60,5.620
Kepler-1243,,5667.00,0.94,0.96,-0.244,4.48,4.370
Kepler-1244,,6680.00,1.77,1.46,1.032,4.10,1.700
Kepler-1246,,4611.00,0.69,0.73,-0.727,4.63,3.890
Kepler-1247,,5303.00,0.82,0.86,-0.345,4.55,4.680
Kepler-1248,,6149.00,1.21,1.21,0.276,4.36,1.510
Kepler-1249,,6202.00,1.28,1.19,0.428,4.29,2.820
Kepler-1250,,5717.00,0.98,0.99,0.343,4.46,4.570
Kepler-1251,,5545.00,0.89,0.92,-0.153,4.51,4.790
Kepler-1252,,5949.00,1.09,1.06,-0.130,4.38,3.890
Kepler-1253,,5850.00,1.10,0.97,0.345,4.33,7.080
Kepler-1255,,6018.00,1.12,1.08,0.307,4.37,3.550
Kepler-1256,,6129.00,1.36,1.17,0.428,4.23,3.720
Kepler-1257,,5502.00,0.87,0.90,-0.136,4.52,4.370
Kepler-1258,,5839.00,0.99,0.99,0.094,4.45,3.890
Kepler-1259,,5053.00,0.77,0.80,-0.333,4.58,5.250
Kepler-1260,,5961.00,1.08,1.06,0.526,4.39,3.800
Kepler-1261,,5006.00,0.77,0.82,-0.523,4.58,4.470
Kepler-1262,,5771.00,0.98,0.99,-0.105,4.45,4.270
Kepler-1263,,5213.00,0.80,0.84,-0.414,4.56,4.900
Kepler-1264,,5791.00,0.98,0.99,-0.055,4.45,4.170
Kepler-1265,,4630.00,0.69,0.71,-0.700,4.63,5.250
Kepler-1267,,6096.00,1.20,1.15,0.003,4.33,3.240
Kepler-1268,,5904.00,1.09,1.06,0.345,4.38,4.270
Kepler-1269,,5998.00,1.15,1.10,0.556,4.36,3.550
Kepler-1270,,5047.00,3.38,1.28,0.713,3.49,4.370
Kepler-1271,,6143.00,1.23,1.13,0.219,4.31,3.630
Kepler-1272,,5926.00,1.09,1.06,0.370,4.39,3.890
Kepler-1273,,5566.00,0.91,0.94,-0.305,4.50,4.470
Kepler-1274,,6179.00,2.17,1.45,0.798,3.93,2.880
Kepler-1275,,6296.00,1.36,1.23,0.315,4.26,2.510
Kepler-1276,,6188.00,1.21,1.14,0.220,4.33,3.090
Kepler-1277,,5578.00,0.92,0.94,-0.199,4.49,5.010
Kepler-1278,,6074.00,1.16,1.11,0.366,4.35,3.310
Kepler-1279,,6221.00,1.33,1.21,0.693,4.26,2.820
Kepler-1280,,6227.00,1.32,1.20,0.679,4.28,2.820
Kepler-1281,,5353.00,0.83,0.87,-0.292,4.55,4.370
Kepler-1282,,5504.00,0.89,0.92,-0.183,4.51,4.570
Kepler-1283,,6175.00,1.25,1.16,0.927,4.31,2.880
Kepler-1284,,5123.00,0.79,0.84,-0.395,4.57,4.470
Kepler-1285,,6170.00,1.28,1.20,0.481,4.30,2.750
Kepler-1286,,5753.00,0.98,1.00,0.128,4.45,4.170
Kepler-1287,,5715.00,0.94,0.96,-0.091,4.48,4.070
Kepler-1288,,6132.00,1.29,1.20,0.302,4.29,2.880
Kepler-1289,,6080.00,1.17,1.10,0.160,4.35,2.950
Kepler-1290,,5660.00,0.93,0.95,0.069,4.49,4.070
Kepler-1291,,5216.00,0.80,0.84,-0.467,4.56,4.900
Kepler-1292,,5556.00,0.93,0.95,-0.091,4.49,4.680
Kepler-1293,,6241.00,1.28,1.18,0.604,4.29,2.820
Kepler-1294,,5776.00,0.97,0.99,0.421,4.46,3.980
Kepler-1295,,5486.00,0.89,0.92,-0.283,4.51,4.680
Kepler-1296,,5359.00,0.83,0.87,0.486,4.55,4.170
Kepler-1297,,5818.00,0.99,0.99,0.302,4.45,4.170
Kepler-1298,,6339.00,2.00,1.45,0.840,4.00,2.570
Kepler-1299,,5609.00,0.91,0.94,-0.106,4.50,4.370
Kepler-1300,,6130.00,1.79,1.29,0.636,4.04,3.550
Kepler-1301,,5188.00,0.81,0.85,-0.346,4.56,4.900
Kepler-1302,,5236.00,0.82,0.86,-0.467,4.55,4.680
Kepler-1303,,5771.00,1.00,1.01,-0.002,4.44,4.470
Kepler-1304,,5259.00,0.81,0.85,0.639,4.56,4.680
Kepler-1305,,5701.00,0.96,0.97,0.084,4.47,4.370
Kepler-1306,,5727.00,0.97,0.98,-0.063,4.45,4.570
Kepler-1307,,5884.00,1.08,1.06,-0.205,4.39,4.070
Kepler-1308,,3468.00,0.34,0.35,-1.503,4.92,3.720
Kepler-1309,,5235.00,0.80,0.85,-0.603,4.56,4.270
Kepler-1310,,5549.00,0.88,0.91,-0.192,4.51,4.170
Kepler-1313,,5453.00,0.85,0.92,-0.325,4.54,2.690
Kepler-1314,,4188.00,0.59,0.60,-1.891,4.68,6.030
Kepler-1316,,5884.00,1.12,1.04,0.253,4.36,5.130
Kepler-1317,,5144.00,0.79,0.83,-0.414,4.57,4.790
Kepler-1318,,4598.00,0.70,0.73,-0.730,4.62,4.570
Kepler-1319,,3655.00,0.54,0.56,-1.457,4.73,5.370
Kepler-1320,,4817.00,0.74,0.80,-0.729,4.60,3.160
Kepler-1323,,6169.00,1.40,1.18,0.295,4.21,3.550
Kepler-1324,,4776.00,0.73,0.78,-0.673,4.61,2.880
Kepler-1325,,5550.00,0.91,0.93,-0.136,4.50,4.790
Kepler-1326,,6725.00,1.74,1.45,0.523,4.12,1.700
Kepler-1327,,5885.00,1.03,1.02,0.036,4.42,4.070
Kepler-1328,,5780.00,0.99,1.00,0.228,4.44,4.570
Kepler-1329,,4500.00,0.69,0.72,-0.771,4.62,5.620
Kepler-1330,,5608.00,0.94,0.97,0.426,4.48,4.900
Kepler-1331,,4508.00,0.69,0.72,-0.909,4.63,4.170
Kepler-1332,,5581.00,0.90,0.95,-0.137,4.51,3.240
Kepler-1333,,5628.00,0.92,0.94,-0.188,4.49,4.570
Kepler-1334,,5614.00,0.91,0.94,0.028,4.50,4.270
Kepler-1335,,4903.00,0.74,0.77,-0.555,4.60,4.900
Kepler-1337,,4523.00,0.67,0.70,-0.742,4.64,4.270
Kepler-1338,,5909.00,1.05,1.04,0.247,4.41,3.800
Kepler-1339,,5586.00,0.93,0.94,0.188,4.47,5.620
Kepler-1340,,6331.00,1.42,1.27,0.087,4.24,2.400
Kepler-1341,,4662.00,0.72,0.79,-0.638,4.62,1.820
Kepler-1342,,5527.00,0.90,0.93,-0.261,4.51,4.370
Kepler-1343,,5759.00,0.93,0.95,0.195,4.48,3.980
Kepler-1344,,5981.00,1.13,1.09,0.146,4.37,3.630
Kepler-1345,,6449.00,1.55,1.32,0.693,4.18,2.240
Kepler-1346,,6133.00,1.21,1.14,-0.008,4.33,3.090
Kepler-1347,,5193.00,0.79,0.82,-0.388,4.57,5.620
Kepler-1348,,5911.00,1.04,1.04,0.204,4.42,3.720
Kepler-1349,,6086.00,1.28,1.16,0.343,4.29,2.880
Kepler-1351,,4439.00,0.67,0.70,-0.983,4.64,4.170
Kepler-1352,,6118.00,1.16,1.11,0.263,4.35,3.160
Kepler-1353,,4776.00,0.72,0.76,-0.615,4.61,4.680
Kepler-1354,,6168.00,1.24,1.16,0.302,4.31,2.950
Kepler-1355,,5352.00,0.83,0.88,-0.329,4.55,4.270
Kepler-1356,,5106.00,0.78,0.82,-0.486,4.58,4.900
Kepler-1357,,5597.00,0.90,0.93,-0.146,4.50,4.570
Kepler-1358,,5181.00,0.79,0.82,-0.413,4.57,5.130
Kepler-1359,,4709.00,0.72,0.78,-0.717,4.62,2.340
Kepler-1360,,6778.00,1.83,1.51,0.923,4.09,1.550
Kepler-1361,,5131.00,0.79,0.83,-0.437,4.57,4.900
Kepler-1362,,4857.00,0.74,0.80,-0.601,4.60,3.090
Kepler-1363,,4839.00,0.72,0.76,-0.626,4.61,4.170
Kepler-1364,,6805.00,1.79,1.49,0.792,4.10,1.580
Kepler-1366,,4070.00,0.60,0.62,-0.996,4.68,3.980
Kepler-1367,,4106.00,0.60,0.62,-0.905,4.68,3.890
Kepler-1368,,5906.00,1.08,1.07,0.051,4.40,3.470
Kepler-1369,,5761.00,0.99,0.99,-0.010,4.45,4.070
Kepler-1372,,5677.00,0.97,0.98,0.012,4.46,5.010
Kepler-1373,,6299.00,1.33,1.22,0.774,4.27,2.510
Kepler-1374,,5323.00,0.81,0.85,-0.368,4.56,4.470
Kepler-1375,,6704.00,1.78,1.47,0.822,4.11,1.660
Kepler-1376,,5659.00,0.97,0.98,-0.071,4.46,4.680
Kepler-1377,,5218.00,0.82,0.86,-0.293,4.55,5.010
Kepler-1378,,4407.00,0.67,0.70,-0.903,4.63,6.460
Kepler-1379,,5188.00,0.79,0.83,-0.403,4.57,5.010
Kepler-1380,,5570.00,0.94,0.96,0.473,4.48,4.790
Kepler-1381,,5747.00,0.94,0.96,-0.117,4.48,4.070
Kepler-1382,,6161.00,1.72,1.36,0.572,4.10,2.750
Kepler-1383,,6370.00,1.44,1.26,0.568,4.23,2.240
Kepler-1384,,4919.00,0.74,0.78,-0.539,4.60,4.570
Kepler-1385,,5732.00,1.29,1.15,0.450,4.27,4.370
Kepler-1386,,5733.00,1.03,1.02,0.009,4.41,5.010
Kepler-1387,,5046.00,0.77,0.82,-0.560,4.58,4.370
Kepler-1389,,5078.00,0.74,0.81,-0.534,4.61,2.090
Kepler-1390,,5753.00,0.98,0.98,-0.100,4.45,4.470
Kepler-1391,,5840.00,1.10,1.03,0.439,4.36,5.500
Kepler-1392,,5479.00,0.85,0.88,-0.231,4.53,4.680
Kepler-1393,,5697.00,0.92,0.95,0.151,4.50,3.470
Kepler-1394,,6481.00,2.55,1.64,0.811,3.84,1.910
Kepler-1395,,6138.00,1.23,1.17,0.277,4.33,2.880
Kepler-1396,,6195.00,1.27,1.18,0.204,4.30,2.750
Kepler-1397,,6026.00,1.12,1.09,0.591,4.37,3.550
Kepler-1399,,5735.00,0.96,0.97,0.010,4.47,4.370
Kepler-14,,6395.00,2.05,1.51,0.799,3.99,2.200
Kepler-1400,,5044.00,0.78,0.83,-0.578,4.58,4.570
Kepler-1401,,5964.00,1.10,1.07,0.140,4.39,3.550
Kepler-1402,,5416.00,0.87,0.90,0.448,4.53,4.570
Kepler-1403,,6060.00,1.15,1.11,0.372,4.36,3.310
Kepler-1404,,5261.00,0.80,0.84,-0.370,4.56,4.570
Kepler-1405,,5925.00,1.07,1.05,0.022,4.40,3.630
Kepler-1406,,5892.00,1.12,1.05,0.135,4.36,5.010
Kepler-1407,,6010.00,1.15,1.10,0.271,4.36,3.240
Kepler-1408,,6170.00,1.35,1.21,0.579,4.25,2.570
Kepler-1409,,5160.00,0.79,0.83,-0.422,4.57,4.790
Kepler-1410,,4092.00,0.60,0.63,-1.158,4.67,4.070
Kepler-1411,,5664.00,0.92,0.95,0.041,4.49,4.170
Kepler-1412,,5880.00,1.27,1.06,0.383,4.25,6.310
Kepler-1413,,5196.00,0.80,0.84,-0.391,4.57,4.680
Kepler-1414,,4951.00,0.75,0.80,-0.464,4.59,4.680
Kepler-1415,,5267.00,0.84,0.89,-0.297,4.54,4.170
Kepler-1416,,6019.00,1.15,1.09,0.284,4.35,2.950
Kepler-1417,,5839.00,1.02,1.02,0.395,4.43,4.070
Kepler-1418,,4770.00,0.72,0.77,-0.616,4.61,3.630
Kepler-1419,,5796.00,1.01,1.01,0.042,4.43,4.370
Kepler-1420,,5187.00,0.79,0.82,-0.232,4.57,4.900
Kepler-1421,,6335.00,1.42,1.25,0.599,4.23,2.750
Kepler-1422,,6194.00,1.23,1.15,0.447,4.32,3.020
Kepler-1423,,4939.00,0.75,0.79,-0.520,4.59,4.680
Kepler-1424,,5838.00,1.07,1.02,0.271,4.39,5.250
Kepler-1425,,5718.00,0.95,0.97,0.398,4.47,4.070
Kepler-1426,,5831.00,1.02,1.02,0.035,4.43,4.070
Kepler-1427,,5793.00,1.01,1.01,0.016,4.44,4.070
Kepler-1428,,6184.00,1.36,1.28,0.944,4.28,2.040
Kepler-1429,,5902.00,1.07,1.05,0.138,4.40,4.170
Kepler-1430,,4796.00,0.72,0.77,-0.816,4.62,2.090
Kepler-1431,,5806.00,1.03,1.03,0.243,4.42,4.270
Kepler-1432,,6031.00,1.13,1.09,0.449,4.37,3.470
Kepler-1433,,6097.00,1.19,1.14,0.247,4.34,3.020
Kepler-1434,,6291.00,2.04,1.47,0.862,3.98,2.570
Kepler-1435,,6356.00,1.32,1.21,0.468,4.28,2.630
Kepler-1436,,5972.00,1.09,1.06,0.801,4.39,3.800
Kepler-1437,,5557.00,0.90,0.93,0.316,4.51,4.570
Kepler-1438,,5530.00,0.96,0.97,0.123,4.46,5.370
Kepler-1439,,3578.00,0.43,0.46,-1.544,4.83,4.070
Kepler-1440,,5698.00,0.96,0.98,0.377,4.46,4.470
Kepler-1441,,5802.00,1.00,1.00,0.325,4.45,3.890
Kepler-1442,,6394.00,1.44,1.34,0.651,4.25,1.700
Kepler-1443,,6289.00,1.27,1.19,0.561,4.30,2.630
Kepler-1444,,5810.00,1.05,1.03,0.021,4.40,4.790
Kepler-1445,,6150.00,1.26,1.13,0.340,4.28,3.800
Kepler-1446,,4865.00,0.75,0.81,-0.651,4.60,2.630
Kepler-1447,,5722.00,0.95,0.97,-0.042,4.47,4.170
Kepler-1448,,5774.00,0.93,0.95,-0.069,4.49,3.550
Kepler-1449,,5979.00,1.10,1.08,0.509,4.39,3.470
Kepler-1450,,4524.00,0.68,0.71,-0.768,4.63,4.370
Kepler-1451,,5782.00,0.99,1.00,-0.119,4.45,4.170
Kepler-1452,,6101.00,2.06,1.41,0.721,3.95,3.240
Kepler-1453,,5665.00,0.94,0.97,-0.140,4.48,4.270
Kepler-1454,,5448.00,0.86,0.90,-0.255,4.53,4.570
Kepler-1455,,4075.00,0.60,0.62,-1.141,4.68,4.170
Kepler-1456,,4231.00,0.62,0.64,-0.957,4.67,3.720
Kepler-1457,,5866.00,1.01,1.01,0.215,4.43,3.720
Kepler-1458,,5653.00,0.94,0.96,-0.240,4.48,4.170
Kepler-1459,,4828.00,0.74,0.78,-0.523,4.61,3.890
Kepler-1460,,4422.00,0.67,0.70,-0.844,4.64,3.980
Kepler-1461,,4919.00,0.74,0.79,-0.645,4.60,3.240
Kepler-1462,,5756.00,1.00,1.00,-0.314,4.45,4.070
Kepler-1463,,5679.00,0.95,0.96,0.092,4.47,4.790
Kepler-1465,,4726.00,0.71,0.75,-0.652,4.62,3.720
Kepler-1466,,5884.00,1.02,1.01,-0.023,4.43,3.890
Kepler-1467,,5332.00,0.82,0.86,-0.351,4.55,4.370
Kepler-1469,,5507.00,0.89,0.92,-0.274,4.51,4.470
Kepler-1470,,4961.00,0.76,0.80,-0.486,4.59,4.570
Kepler-1471,,5660.00,0.93,0.95,-0.199,4.48,4.570
Kepler-1472,,6159.00,1.25,1.16,0.420,4.31,3.090
